customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,routine_flg,calc_date,membership_period,median,max,min,mean
HD188491,XXXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.0,7,3,5.333333333333333
IK967528,XXXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.5,7,2,5.416666666666667
HI297129,XXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.0,8,4,5.5
HI375298,XXXXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,4.0,7,2,4.833333333333333
PL381656,XXXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.0,8,3,5.166666666666667
TS808526,XXXXX,C03,F,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.5,9,3,5.75
HI957106,XXXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,6.0,7,4,5.5
GD582469,XXXXX,C02,F,2017-01-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,27,4.0,7,1,4.416666666666667
OA459530,XXXX,C01,M,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.0,9,2,5.166666666666667
OA233706,XXX,C02,F,2017-01-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,27,5.5,7,2,5.0
HI614861,XX,C01,M,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.0,7,3,5.083333333333333
OA215868,XXXXX,C01,F,2017-01-01,2018-05-31,CA1,1,オールタイム,10500,通常,1,2018-05-31,16,3.0,4,2,3.0
IK174853,XXXXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,4.0,7,3,4.166666666666667
PL071673,XXXXX,C03,F,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.0,8,2,5.5
AS335390,XX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,6.0,7,4,5.75
HD557689,XXXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.5,8,3,5.916666666666667
HI151922,XXXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.5,8,2,5.166666666666667
OA354722,XXXX,C01,M,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,6.0,7,2,5.333333333333333
TS394144,XXXXXX,C01,M,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.0,9,1,5.0
HI235051,XXXX,C03,F,2017-01-01,2018-06-30,CA1,1,ナイト,6000,通常,1,2018-06-30,17,2.0,6,2,3.3333333333333335
HD749546,XXXXX,C02,F,2017-01-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,27,5.0,7,3,5.333333333333333
TS937124,XXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.0,9,1,5.25
IK990829,XXXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,6.0,9,3,5.916666666666667
HD084175,XXXXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.0,10,2,5.333333333333333
OA896685,XXXXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,4.5,9,2,5.416666666666667
HD771279,XXXX,C01,M,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.0,7,3,5.083333333333333
HD719737,XXXXX,C01,M,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.5,8,3,5.333333333333333
HI488259,XXXX,C02,F,2017-01-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,27,6.0,8,3,5.75
HI527630,XXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.0,10,2,5.416666666666667
PL242307,XXXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,6.0,8,3,5.916666666666667
HD760983,XXXXX,C02,F,2017-01-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,27,6.0,8,5,6.083333333333333
GD238607,XXXXXX,C02,F,2017-01-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,27,5.5,9,4,5.833333333333333
TS236568,XXXX,C02,F,2017-01-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,27,6.5,9,4,6.25
AS196653,XXXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.0,9,3,5.333333333333333
AS499352,XXXXX,C02,F,2017-01-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,27,5.0,9,4,5.666666666666667
TS138606,XXXXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,6.0,9,2,5.75
PL564760,XXXXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,4.5,9,2,5.083333333333333
OA668076,XXXXX,C03,F,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,4.5,7,3,4.583333333333333
PL975652,XX,C01,M,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.0,7,2,4.833333333333333
OA398636,XXXXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.0,9,2,5.333333333333333
IK703077,XXX,C01,M,2017-01-01,2018-12-31,CA1,1,オールタイム,10500,通常,1,2018-12-31,23,4.0,7,2,4.555555555555555
PL400427,XXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.0,10,2,5.5
IK907713,XXXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.5,8,2,5.333333333333333
TS821125,XXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.5,7,4,5.5
OA818294,XXXXX,C02,F,2017-01-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,27,6.0,8,2,5.75
GD699826,XXXXX,C01,M,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,6.0,7,4,5.583333333333333
HD113386,XXXX,C01,M,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.5,10,3,5.666666666666667
OA192308,XXXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,6.0,8,4,6.083333333333333
HI109765,XXXXX,C01,M,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.0,7,3,4.833333333333333
OA698422,XXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,6.0,9,2,5.666666666666667
GD998772,XXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,6.0,9,2,5.833333333333333
HD263348,XXXXX,C03,F,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.0,8,3,5.166666666666667
OA072075,XX,C03,F,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.0,8,3,5.25
IK747199,XXXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,4.5,7,2,4.583333333333333
PL538517,XXXXX,C03,M,2017-01-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,27,5.0,8,3,5.25
OA241119,XXXX,C02,F,2017-01-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,27,4.5,8,3,4.833333333333333
HI615379,XXXXX,C01,M,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.0,8,3,5.166666666666667
IK250912,XXXXXX,C02,F,2017-01-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,27,5.0,8,2,5.0
HI338198,XXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.0,8,4,5.333333333333333
HI246920,XXXXX,C01,F,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,6.0,8,4,5.75
AS818410,XXXX,C01,M,2017-01-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,27,5.5,8,3,5.583333333333333
GD172600,XX,C02,M,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,5.5,9,3,5.416666666666667
OA134132,XXX,C01,F,2017-02-01,2018-09-30,CA1,1,オールタイム,10500,通常,1,2018-09-30,19,4.5,5,2,4.0
GD375438,XXXXX,C02,F,2017-02-01,2019-01-31,CA1,1,デイタイム,7500,通常,1,2019-01-31,23,3.5,6,2,3.4
PL215097,XXXXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,6.0,8,2,5.25
OA377888,XXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.0,8,3,5.0
PL210567,XX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,4.5,8,3,5.166666666666667
GD126264,XXXXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.0,7,2,5.083333333333333
GD174095,XXXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,6.0,8,2,5.833333333333333
OA917517,XXXX,C02,F,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,5.0,7,3,5.083333333333333
HD424190,XX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,6.0,7,4,5.75
PL628468,XXXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,6.5,9,3,6.083333333333333
IK743815,XXXXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.5,9,2,5.583333333333333
AS113826,XXXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.0,8,2,4.666666666666667
PL500772,XXXXX,C02,F,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,6.0,9,4,6.0
HD799859,XXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.0,7,2,4.75
HD853800,XXXX,C01,M,2017-02-01,2019-01-31,CA1,1,オールタイム,10500,通常,1,2019-01-31,23,4.0,7,2,3.8
PL988722,XXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,6.0,8,4,6.0
AS098763,XXXXX,C01,F,2017-02-01,2019-01-31,CA1,1,オールタイム,10500,通常,0,2019-01-31,23,3.0,8,2,3.7
TS816344,XXXX,C02,F,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,5.0,9,3,5.333333333333333
IK526507,XXX,C03,M,2017-02-01,2018-05-31,CA1,1,ナイト,6000,通常,1,2018-05-31,15,3.0,4,2,3.0
IK211207,XXXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,6.0,9,2,5.916666666666667
HI361018,XXX,C02,F,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,5.5,8,2,5.333333333333333
OA871608,XXXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,6.0,10,4,5.916666666666667
AS404195,XXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.5,7,2,4.916666666666667
OA874597,XXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.0,7,2,5.083333333333333
OA270348,XXXXX,C03,M,2017-02-01,2018-08-31,CA1,1,ナイト,6000,通常,1,2018-08-31,18,2.0,5,1,2.8
HI752359,XXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.5,8,2,5.333333333333333
TS882329,XXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.0,7,2,4.75
HI736424,XXXXXX,C01,F,2017-02-01,2018-08-31,CA1,1,オールタイム,10500,通常,0,2018-08-31,18,2.0,7,1,2.8
HD831023,XXXXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.5,8,2,5.5
OA154669,XXXXX,C01,M,2017-02-01,2019-01-31,CA1,1,オールタイム,10500,通常,1,2019-01-31,23,4.0,5,1,3.5
HI263548,XXXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.0,7,3,4.833333333333333
OA152457,XXXXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.0,9,1,5.083333333333333
AS454149,XXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,4.0,7,2,4.083333333333333
TS807008,XXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,6.0,8,2,5.5
HD285695,XXXXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.5,8,2,5.25
HI599892,XXXXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.0,9,3,5.583333333333333
GD173197,XXXXX,C03,F,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.0,8,3,5.166666666666667
IK250551,XXXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,6.5,8,2,6.0
OA816818,XXXX,C01,M,2017-02-01,2018-09-30,CA1,1,オールタイム,10500,通常,0,2018-09-30,19,2.5,4,1,2.3333333333333335
HD296847,XXXX,C02,F,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,5.5,8,4,5.583333333333333
HD907996,XXXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.0,8,3,5.333333333333333
HD742096,XXXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.5,9,3,5.583333333333333
PL338734,XXXXXX,C01,F,2017-02-01,2018-05-31,CA1,1,オールタイム,10500,通常,1,2018-05-31,15,3.5,4,3,3.5
IK929378,XXXXX,C02,F,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,6.0,9,4,6.333333333333333
PL346258,XXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,6.0,8,2,5.666666666666667
TS541856,XXXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.5,8,2,5.166666666666667
GD216317,XXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,6.5,8,2,6.083333333333333
AS275753,XXXXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,4.5,7,3,4.75
HI521002,XXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,4.5,6,3,4.75
AS969133,XXXXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,6.0,8,5,6.166666666666667
HD788375,XXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,6.0,9,3,5.666666666666667
HD826767,XXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.0,8,4,5.166666666666667
IK004670,XXXX,C03,F,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.0,8,2,5.333333333333333
PL839656,XXXXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.5,8,2,5.666666666666667
AS207011,XXXX,C02,F,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,5.5,8,3,5.333333333333333
PL522022,XXXXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.0,7,2,4.833333333333333
AS650043,XXX,C02,F,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,5.0,9,2,5.083333333333333
HD642174,XXXX,C02,F,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,5.5,8,2,5.333333333333333
OA667284,XXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,6.0,9,3,5.833333333333333
HD216701,XXXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.5,8,3,5.25
TS044469,XXXX,C02,F,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,6.5,8,5,6.5
HD210141,XXXXXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.5,8,4,5.833333333333333
IK913187,XXXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.5,7,1,5.0
PL659352,XXXXX,C02,F,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,6.0,8,4,5.833333333333333
HI628557,XXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.0,8,1,4.583333333333333
GD361244,XXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.5,9,3,5.416666666666667
GD691243,XXXX,C02,M,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,5.5,10,2,5.583333333333333
HI835158,XXXXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.0,8,2,5.0
HD200782,XXXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,6.0,8,3,5.583333333333333
GD631254,XXXXXX,C03,M,2017-02-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,26,5.5,8,2,5.083333333333333
HI648498,XX,C02,F,2017-02-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,26,5.0,8,3,5.166666666666667
GD703449,XXX,C01,F,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,4.0,7,3,4.5
GD100850,XXXX,C01,M,2017-02-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,26,5.0,7,4,5.166666666666667
AS625761,XXXXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,8,3,5.833333333333333
HD672719,XXXXX,C02,M,2017-03-01,2018-10-31,CA1,1,デイタイム,7500,通常,1,2018-10-31,19,3.0,5,2,3.2857142857142856
HI322689,XXXX,C02,F,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,7.0,8,4,6.25
HI607042,XXXXX,C03,F,2017-03-01,2018-09-30,CA1,1,ナイト,6000,通常,0,2018-09-30,18,2.0,7,1,2.8333333333333335
GD390442,XXXXX,C01,M,2017-03-01,2018-10-31,CA1,1,オールタイム,10500,通常,1,2018-10-31,19,4.0,7,1,3.5714285714285716
AS321794,XX,C01,M,2017-03-01,2018-12-31,CA1,1,オールタイム,10500,通常,1,2018-12-31,21,4.0,9,1,3.5555555555555554
TS716955,XXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.5,9,3,6.416666666666667
TS341150,XXXX,C03,F,2017-03-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,25,5.0,8,2,5.583333333333333
TS922944,XXXXX,C03,M,2017-03-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,25,5.5,7,3,5.333333333333333
AS158438,XXXXXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.0,8,2,5.333333333333333
PL033359,XXXX,C01,M,2017-03-01,2018-04-30,CA1,1,オールタイム,10500,通常,0,2018-04-30,13,3.0,3,3,3.0
HD722956,XXXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.5,8,2,5.416666666666667
TS282078,XXXX,C03,F,2017-03-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,25,6.0,8,2,5.416666666666667
OA410852,XXXXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.5,9,2,5.5
IK560712,XXXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,7.0,9,3,6.25
AS186727,XXXXX,C03,M,2017-03-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,25,5.0,8,3,5.083333333333333
AS448355,XXX,C02,F,2017-03-01,2018-04-30,CA1,1,デイタイム,7500,通常,0,2018-04-30,13,2.0,2,2,2.0
IK341016,XXX,C01,M,2017-03-01,2018-04-30,CA1,1,オールタイム,10500,通常,0,2018-04-30,13,1.0,1,1,1.0
PL907890,XXXXXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,9,2,5.75
GD106824,XXXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,4.5,8,3,4.833333333333333
AS458614,XXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,4.5,10,3,5.333333333333333
HI852974,XXXX,C02,M,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,5.5,9,2,5.75
GD323300,XXX,C02,F,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,5.0,8,3,5.0
AS071660,XXXXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.5,8,2,5.25
GD311895,XXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,8,4,6.0
HD559223,XXXXXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.0,8,3,5.333333333333333
AS693220,XXXXX,C03,M,2017-03-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,25,5.0,8,4,5.416666666666667
TS258685,XXXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,9,4,6.25
AS369418,XXXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.5,8,3,5.416666666666667
PL049278,XXXXX,C02,M,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,5.5,8,3,5.5
IK510241,XXXXX,C02,F,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,6.0,9,5,6.166666666666667
GD025393,XXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.5,9,4,6.75
IK853515,XX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.0,7,2,4.833333333333333
HD037991,XXX,C02,F,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,5.5,7,2,4.916666666666667
TS007439,XXX,C03,M,2017-03-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,25,6.0,8,5,6.166666666666667
TS416373,XXXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.0,8,2,4.916666666666667
TS146087,XXXXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.0,7,2,5.083333333333333
AS194595,XXXX,C02,F,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,5.0,7,2,5.166666666666667
HI181600,XX,C01,M,2017-03-01,2018-09-30,CA1,1,オールタイム,10500,通常,0,2018-09-30,18,2.5,5,1,2.6666666666666665
HI630678,XXXX,C03,M,2017-03-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,25,6.0,8,1,5.416666666666667
OA963366,XXXXXX,C02,F,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,5.0,9,2,5.666666666666667
IK623902,XXXXX,C03,M,2017-03-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,25,5.5,7,2,5.166666666666667
PL299549,XX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,9,4,6.416666666666667
AS170379,XXXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,9,1,6.083333333333333
TS454370,XX,C03,M,2017-03-01,2018-09-30,CA1,1,ナイト,6000,通常,1,2018-09-30,18,3.5,5,1,3.3333333333333335
HI739497,XXXXX,C03,F,2017-03-01,2019-02-28,CA1,1,ナイト,6000,通常,1,2019-02-28,23,4.0,8,2,4.090909090909091
HD307544,XX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,8,3,5.916666666666667
TS532933,XXXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,8,2,5.5
PL470792,XXXXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.5,10,3,5.75
PL635475,XXXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.5,8,4,6.583333333333333
GD439332,XXXXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.5,9,4,5.666666666666667
PL067195,XX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,8,3,5.416666666666667
PL267719,XXXX,C02,F,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,6.0,9,4,5.916666666666667
OA501813,XXXX,C03,M,2017-03-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,25,5.0,7,3,5.0
HD487976,XXXXX,C02,F,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,6.0,8,1,5.5
HI636571,XXXXXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,7,3,5.416666666666667
HD403941,XXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.5,9,2,5.5
PL443639,XXXXX,C02,F,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,5.0,8,3,5.333333333333333
AS288339,XXXXX,C03,F,2017-03-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,25,6.0,8,2,5.333333333333333
HD044319,XXXX,C01,F,2017-03-01,2019-01-31,CA1,1,オールタイム,10500,通常,1,2019-01-31,22,3.5,6,1,3.4
AS123220,XXXXXX,C01,F,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,7,3,5.333333333333333
HI740503,XXXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,7,2,5.5
OA512978,XXXX,C02,M,2017-03-01,2019-01-31,CA1,1,デイタイム,7500,通常,1,2019-01-31,22,3.0,7,3,3.6
OA423141,XX,C02,F,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,6.0,8,3,5.583333333333333
IK359438,XXXXX,C03,F,2017-03-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,25,5.5,7,2,5.25
TS999231,XXXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,5.0,8,1,4.666666666666667
GD812059,XXXXX,C02,F,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,5.0,7,2,5.0
HI557133,XXXXXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,8,4,6.083333333333333
OA953933,XXXXX,C01,M,2017-03-01,,CA1,0,オールタイム,10500,通常,1,2019-04-30,25,6.0,8,3,5.583333333333333
HI477055,XXXX,C02,F,2017-03-01,,CA1,0,デイタイム,7500,通常,1,2019-04-30,25,6.0,8,2,6.0
HI069935,XX,C03,M,2017-03-01,,CA1,0,ナイト,6000,通常,1,2019-04-30,25,6.0,8,3,5.833333333333333
